,0,1
1448,Gene,1289
1449,Gene,1290
1450,Gene,1291
1451,Gene,1292
1452,Gene,1293
1453,Gene,1301
1454,Gene,1302
1455,Gene,1311
1456,Gene,131873
1457,Gene,1605
1458,Gene,22798
1459,Gene,22801
1460,Gene,22987
1461,Gene,2335
1462,Gene,2811
1463,Gene,2812
1464,Gene,2814
1465,Gene,2815
1466,Gene,284217
1467,Gene,3161
1468,Gene,3339
1469,Gene,3371
1470,Gene,3381
1471,Gene,3655
1472,Gene,3672
1473,Gene,3673
1474,Gene,3674
1475,Gene,3675
1476,Gene,3676
1477,Gene,3678
1478,Gene,3679
1479,Gene,3680
1480,Gene,3685
1481,Gene,3688
1482,Gene,3690
1483,Gene,3691
1484,Gene,3693
1485,Gene,3694
1486,Gene,3695
1487,Gene,3696
1488,Gene,375790
1489,Gene,3908
1490,Gene,3909
1491,Gene,3910
1492,Gene,3911
1493,Gene,3912
1494,Gene,3913
1495,Gene,3914
1496,Gene,3915
1497,Gene,3918
1498,Gene,50509
1499,Gene,51206
1500,Gene,5649
1501,Gene,6382
1502,Gene,6383
1503,Gene,6385
1504,Gene,63923
1505,Gene,6696
1506,Gene,7057
1507,Gene,7058
1508,Gene,7059
1509,Gene,7060
1510,Gene,7143
1511,Gene,7148
1512,Gene,7448
1513,Gene,7450
1514,Gene,8515
1515,Gene,8516
1516,Gene,948
1517,Gene,960
